symbol,observation_date,value
TWEXBMTH,1973/1/1,33.9689
TWEXBMTH,1973/2/1,32.5799
TWEXBMTH,1973/3/1,31.5849
TWEXBMTH,1973/4/1,31.7681
TWEXBMTH,1973/5/1,31.5727
TWEXBMTH,1973/6/1,31.0864
TWEXBMTH,1973/7/1,30.638
TWEXBMTH,1973/8/1,30.9817
TWEXBMTH,1973/9/1,31.0687
TWEXBMTH,1973/10/1,30.9637
TWEXBMTH,1973/11/1,31.9322
TWEXBMTH,1973/12/1,32.3099
TWEXBMTH,1974/1/1,33.2966
TWEXBMTH,1974/2/1,32.7832
TWEXBMTH,1974/3/1,32.2859
TWEXBMTH,1974/4/1,31.9676
TWEXBMTH,1974/5/1,31.7863
TWEXBMTH,1974/6/1,32.1004
TWEXBMTH,1974/7/1,32.3673
TWEXBMTH,1974/8/1,32.817
TWEXBMTH,1974/9/1,32.98
TWEXBMTH,1974/10/1,32.9278
TWEXBMTH,1974/11/1,32.8329
TWEXBMTH,1974/12/1,32.835
TWEXBMTH,1975/1/1,32.6697
TWEXBMTH,1975/2/1,32.3875
TWEXBMTH,1975/3/1,32.2864
TWEXBMTH,1975/4/1,32.7536
TWEXBMTH,1975/5/1,32.8936
TWEXBMTH,1975/6/1,33.0442
TWEXBMTH,1975/7/1,33.8632
TWEXBMTH,1975/8/1,34.4933
TWEXBMTH,1975/9/1,34.802
TWEXBMTH,1975/10/1,34.8849
TWEXBMTH,1975/11/1,34.898
TWEXBMTH,1975/12/1,35.1408
TWEXBMTH,1976/1/1,35.0989
TWEXBMTH,1976/2/1,35.0785
TWEXBMTH,1976/3/1,35.3543
TWEXBMTH,1976/4/1,35.579
TWEXBMTH,1976/5/1,35.6959
TWEXBMTH,1976/6/1,35.8105
TWEXBMTH,1976/7/1,35.6818
TWEXBMTH,1976/8/1,35.6569
TWEXBMTH,1976/9/1,36.0674
TWEXBMTH,1976/10/1,36.3137
TWEXBMTH,1976/11/1,36.7548
TWEXBMTH,1976/12/1,36.8179
TWEXBMTH,1977/1/1,36.7763
TWEXBMTH,1977/2/1,36.9765
TWEXBMTH,1977/3/1,37.0694
TWEXBMTH,1977/4/1,36.97
TWEXBMTH,1977/5/1,37.0205
TWEXBMTH,1977/6/1,37.0311
TWEXBMTH,1977/7/1,36.771
TWEXBMTH,1977/8/1,37.0361
TWEXBMTH,1977/9/1,37.1626
TWEXBMTH,1977/10/1,36.889
TWEXBMTH,1977/11/1,36.6512
TWEXBMTH,1977/12/1,36.1587
TWEXBMTH,1978/1/1,35.9432
TWEXBMTH,1978/2/1,35.9357
TWEXBMTH,1978/3/1,35.7324
TWEXBMTH,1978/4/1,35.6907
TWEXBMTH,1978/5/1,35.9918
TWEXBMTH,1978/6/1,35.5401
TWEXBMTH,1978/7/1,34.8406
TWEXBMTH,1978/8/1,34.2486
TWEXBMTH,1978/9/1,34.3306
TWEXBMTH,1978/10/1,33.7305
TWEXBMTH,1978/11/1,34.4819
TWEXBMTH,1978/12/1,34.6557
TWEXBMTH,1979/1/1,34.656
TWEXBMTH,1979/2/1,34.8596
TWEXBMTH,1979/3/1,34.9715
TWEXBMTH,1979/4/1,35.3069
TWEXBMTH,1979/5/1,35.5728
TWEXBMTH,1979/6/1,35.5731
TWEXBMTH,1979/7/1,35.0481
TWEXBMTH,1979/8/1,35.2184
TWEXBMTH,1979/9/1,35.2723
TWEXBMTH,1979/10/1,35.724
TWEXBMTH,1979/11/1,36.2129
TWEXBMTH,1979/12/1,35.885
TWEXBMTH,1980/1/1,35.86
TWEXBMTH,1980/2/1,36.2089
TWEXBMTH,1980/3/1,37.1465
TWEXBMTH,1980/4/1,37.4326
TWEXBMTH,1980/5/1,36.259
TWEXBMTH,1980/6/1,35.6922
TWEXBMTH,1980/7/1,35.7021
TWEXBMTH,1980/8/1,36.1026
TWEXBMTH,1980/9/1,35.8811
TWEXBMTH,1980/10/1,36.0536
TWEXBMTH,1980/11/1,36.7653
TWEXBMTH,1980/12/1,37.1358
TWEXBMTH,1981/1/1,37.0637
TWEXBMTH,1981/2/1,38.05
TWEXBMTH,1981/3/1,38.2959
TWEXBMTH,1981/4/1,39.0399
TWEXBMTH,1981/5/1,40.1449
TWEXBMTH,1981/6/1,40.9463
TWEXBMTH,1981/7/1,41.8342
TWEXBMTH,1981/8/1,42.5119
TWEXBMTH,1981/9/1,41.8378
TWEXBMTH,1981/10/1,41.7382
TWEXBMTH,1981/11/1,41.2352
TWEXBMTH,1981/12/1,41.4273
TWEXBMTH,1982/1/1,42.1104
TWEXBMTH,1982/2/1,43.5598
TWEXBMTH,1982/3/1,44.8249
TWEXBMTH,1982/4/1,45.2875
TWEXBMTH,1982/5/1,44.8653
TWEXBMTH,1982/6/1,46.8101
TWEXBMTH,1982/7/1,47.5219
TWEXBMTH,1982/8/1,48.6651
TWEXBMTH,1982/9/1,49.1017
TWEXBMTH,1982/10/1,49.8821
TWEXBMTH,1982/11/1,50.078
TWEXBMTH,1982/12/1,49.2939
TWEXBMTH,1983/1/1,49.2986
TWEXBMTH,1983/2/1,50.1162
TWEXBMTH,1983/3/1,50.7947
TWEXBMTH,1983/4/1,51.5031
TWEXBMTH,1983/5/1,51.681
TWEXBMTH,1983/6/1,52.7268
TWEXBMTH,1983/7/1,53.2555
TWEXBMTH,1983/8/1,54.25
TWEXBMTH,1983/9/1,54.588
TWEXBMTH,1983/10/1,54.3601
TWEXBMTH,1983/11/1,55.1389
TWEXBMTH,1983/12/1,55.9662
TWEXBMTH,1984/1/1,56.6598
TWEXBMTH,1984/2/1,56.4816
TWEXBMTH,1984/3/1,56.2779
TWEXBMTH,1984/4/1,57.013
TWEXBMTH,1984/5/1,58.3156
TWEXBMTH,1984/6/1,59.0032
TWEXBMTH,1984/7/1,60.7986
TWEXBMTH,1984/8/1,61.1534
TWEXBMTH,1984/9/1,62.8506
TWEXBMTH,1984/10/1,63.849
TWEXBMTH,1984/11/1,63.7735
TWEXBMTH,1984/12/1,65.1475
TWEXBMTH,1985/1/1,66.5187
TWEXBMTH,1985/2/1,68.5337
TWEXBMTH,1985/3/1,69.2367
TWEXBMTH,1985/4/1,67.8008
TWEXBMTH,1985/5/1,68.3559
TWEXBMTH,1985/6/1,68.2042
TWEXBMTH,1985/7/1,67.0258
TWEXBMTH,1985/8/1,67.0263
TWEXBMTH,1985/9/1,67.7718
TWEXBMTH,1985/10/1,65.4388
TWEXBMTH,1985/11/1,64.9168
TWEXBMTH,1985/12/1,65.0381
TWEXBMTH,1986/1/1,64.9783
TWEXBMTH,1986/2/1,63.5747
TWEXBMTH,1986/3/1,62.9331
TWEXBMTH,1986/4/1,62.7122
TWEXBMTH,1986/5/1,61.8118
TWEXBMTH,1986/6/1,62.3251
TWEXBMTH,1986/7/1,61.4561
TWEXBMTH,1986/8/1,60.9089
TWEXBMTH,1986/9/1,61.1942
TWEXBMTH,1986/10/1,61.4934
TWEXBMTH,1986/11/1,62.3702
TWEXBMTH,1986/12/1,62.4267
TWEXBMTH,1987/1/1,60.8462
TWEXBMTH,1987/2/1,60.5291
TWEXBMTH,1987/3/1,60.4773
TWEXBMTH,1987/4/1,59.7043
TWEXBMTH,1987/5/1,59.6325
TWEXBMTH,1987/6/1,60.5782
TWEXBMTH,1987/7/1,61.6028
TWEXBMTH,1987/8/1,61.638
TWEXBMTH,1987/9/1,60.9387
TWEXBMTH,1987/10/1,61.0368
TWEXBMTH,1987/11/1,59.4714
TWEXBMTH,1987/12/1,58.6431
TWEXBMTH,1988/1/1,59.104
TWEXBMTH,1988/2/1,59.7802
TWEXBMTH,1988/3/1,59.2901
TWEXBMTH,1988/4/1,59.0075
TWEXBMTH,1988/5/1,59.4392
TWEXBMTH,1988/6/1,60.5403
TWEXBMTH,1988/7/1,62.1886
TWEXBMTH,1988/8/1,63.0768
TWEXBMTH,1988/9/1,63.3727
TWEXBMTH,1988/10/1,62.344
TWEXBMTH,1988/11/1,61.3602
TWEXBMTH,1988/12/1,61.5591
TWEXBMTH,1989/1/1,62.9025
TWEXBMTH,1989/2/1,63.2856
TWEXBMTH,1989/3/1,64.3096
TWEXBMTH,1989/4/1,64.8369
TWEXBMTH,1989/5/1,66.43
TWEXBMTH,1989/6/1,68.0355
TWEXBMTH,1989/7/1,67.3819
TWEXBMTH,1989/8/1,68.2819
TWEXBMTH,1989/9/1,69.4326
TWEXBMTH,1989/10/1,68.9528
TWEXBMTH,1989/11/1,69.3945
TWEXBMTH,1989/12/1,69.6101
TWEXBMTH,1990/1/1,70.1345
TWEXBMTH,1990/2/1,71.1232
TWEXBMTH,1990/3/1,72.9546
TWEXBMTH,1990/4/1,73.3941
TWEXBMTH,1990/5/1,72.962
TWEXBMTH,1990/6/1,73.2249
TWEXBMTH,1990/7/1,72.0906
TWEXBMTH,1990/8/1,71.0147
TWEXBMTH,1990/9/1,70.5077
TWEXBMTH,1990/10/1,69.3448
TWEXBMTH,1990/11/1,69.4716
TWEXBMTH,1990/12/1,70.6934
TWEXBMTH,1991/1/1,71.0738
TWEXBMTH,1991/2/1,70.7005
TWEXBMTH,1991/3/1,73.3824
TWEXBMTH,1991/4/1,74.5544
TWEXBMTH,1991/5/1,75.0827
TWEXBMTH,1991/6/1,76.2585
TWEXBMTH,1991/7/1,76.408
TWEXBMTH,1991/8/1,75.8928
TWEXBMTH,1991/9/1,75.1196
TWEXBMTH,1991/10/1,75.1015
TWEXBMTH,1991/11/1,74.4726
TWEXBMTH,1991/12/1,74.126
TWEXBMTH,1992/1/1,74.4082
TWEXBMTH,1992/2/1,75.6435
TWEXBMTH,1992/3/1,77.3368
TWEXBMTH,1992/4/1,77.4242
TWEXBMTH,1992/5/1,77.0866
TWEXBMTH,1992/6/1,76.2443
TWEXBMTH,1992/7/1,75.3025
TWEXBMTH,1992/8/1,75.1183
TWEXBMTH,1992/9/1,75.8731
TWEXBMTH,1992/10/1,77.5271
TWEXBMTH,1992/11/1,80.1583
TWEXBMTH,1992/12/1,80.8499
TWEXBMTH,1993/1/1,82.0023
TWEXBMTH,1993/2/1,82.5443
TWEXBMTH,1993/3/1,82.4072
TWEXBMTH,1993/4/1,81.5063
TWEXBMTH,1993/5/1,81.8694
TWEXBMTH,1993/6/1,82.7197
TWEXBMTH,1993/7/1,84.0634
TWEXBMTH,1993/8/1,84.242
TWEXBMTH,1993/9/1,84.4005
TWEXBMTH,1993/10/1,85.4585
TWEXBMTH,1993/11/1,86.6715
TWEXBMTH,1993/12/1,87.518
TWEXBMTH,1994/1/1,90.388
TWEXBMTH,1994/2/1,90.4705
TWEXBMTH,1994/3/1,90.9911
TWEXBMTH,1994/4/1,91.6541
TWEXBMTH,1994/5/1,91.7219
TWEXBMTH,1994/6/1,92.0166
TWEXBMTH,1994/7/1,90.8465
TWEXBMTH,1994/8/1,90.84
TWEXBMTH,1994/9/1,90.0052
TWEXBMTH,1994/10/1,89.5426
TWEXBMTH,1994/11/1,89.9678
TWEXBMTH,1994/12/1,92.0418
TWEXBMTH,1995/1/1,94.1002
TWEXBMTH,1995/2/1,93.6275
TWEXBMTH,1995/3/1,92.738
TWEXBMTH,1995/4/1,90.1878
TWEXBMTH,1995/5/1,90.1369
TWEXBMTH,1995/6/1,90.3097
TWEXBMTH,1995/7/1,90.3452
TWEXBMTH,1995/8/1,92.4834
TWEXBMTH,1995/9/1,93.8448
TWEXBMTH,1995/10/1,93.6617
TWEXBMTH,1995/11/1,94.8835
TWEXBMTH,1995/12/1,95.567
TWEXBMTH,1996/1/1,96.4501
TWEXBMTH,1996/2/1,96.6093
TWEXBMTH,1996/3/1,96.6007
TWEXBMTH,1996/4/1,96.8903
TWEXBMTH,1996/5/1,97.3537
TWEXBMTH,1996/6/1,97.8128
TWEXBMTH,1996/7/1,97.6823
TWEXBMTH,1996/8/1,97.26
TWEXBMTH,1996/9/1,97.7927
TWEXBMTH,1996/10/1,98.2434
TWEXBMTH,1996/11/1,97.8598
TWEXBMTH,1996/12/1,98.9296
TWEXBMTH,1997/1/1,100
TWEXBMTH,1997/2/1,101.8516
TWEXBMTH,1997/3/1,102.6546
TWEXBMTH,1997/4/1,103.452
TWEXBMTH,1997/5/1,102.4414
TWEXBMTH,1997/6/1,102.0955
TWEXBMTH,1997/7/1,103.2968
TWEXBMTH,1997/8/1,105.1786
TWEXBMTH,1997/9/1,105.6641
TWEXBMTH,1997/10/1,106.2741
TWEXBMTH,1997/11/1,108.0039
TWEXBMTH,1997/12/1,112.2393
TWEXBMTH,1998/1/1,115.9906
TWEXBMTH,1998/2/1,114.4475
TWEXBMTH,1998/3/1,114.1786
TWEXBMTH,1998/4/1,113.9345
TWEXBMTH,1998/5/1,114.8202
TWEXBMTH,1998/6/1,117.3693
TWEXBMTH,1998/7/1,117.6859
TWEXBMTH,1998/8/1,119.6039
TWEXBMTH,1998/9/1,118.2007
TWEXBMTH,1998/10/1,115.0699
TWEXBMTH,1998/11/1,115.0556
TWEXBMTH,1998/12/1,114.3004
TWEXBMTH,1999/1/1,114.5023
TWEXBMTH,1999/2/1,116.0309
TWEXBMTH,1999/3/1,117.4596
TWEXBMTH,1999/4/1,116.8587
TWEXBMTH,1999/5/1,116.6886
TWEXBMTH,1999/6/1,117.2677
TWEXBMTH,1999/7/1,117.3448
TWEXBMTH,1999/8/1,116.2908
TWEXBMTH,1999/9/1,115.6301
TWEXBMTH,1999/10/1,115.1131
TWEXBMTH,1999/11/1,115.3816
TWEXBMTH,1999/12/1,115.4333
TWEXBMTH,2000/1/1,115.2151
TWEXBMTH,2000/2/1,116.6867
TWEXBMTH,2000/3/1,116.6735
TWEXBMTH,2000/4/1,117.3307
TWEXBMTH,2000/5/1,119.9141
TWEXBMTH,2000/6/1,118.701
TWEXBMTH,2000/7/1,118.9958
TWEXBMTH,2000/8/1,119.8154
TWEXBMTH,2000/9/1,121.2054
TWEXBMTH,2000/10/1,122.9712
TWEXBMTH,2000/11/1,123.9732
TWEXBMTH,2000/12/1,122.9532
TWEXBMTH,2001/1/1,122.8101
TWEXBMTH,2001/2/1,123.537
TWEXBMTH,2001/3/1,125.5514
TWEXBMTH,2001/4/1,126.518
TWEXBMTH,2001/5/1,126.3995
TWEXBMTH,2001/6/1,127.227
TWEXBMTH,2001/7/1,127.6435
TWEXBMTH,2001/8/1,125.555
TWEXBMTH,2001/9/1,125.8961
TWEXBMTH,2001/10/1,126.7357
TWEXBMTH,2001/11/1,127.2734
TWEXBMTH,2001/12/1,127.3909
TWEXBMTH,2002/1/1,128.898
TWEXBMTH,2002/2/1,129.6402
TWEXBMTH,2002/3/1,128.9149
TWEXBMTH,2002/4/1,128.5416
TWEXBMTH,2002/5/1,126.9577
TWEXBMTH,2002/6/1,125.5364
TWEXBMTH,2002/7/1,123.8053
TWEXBMTH,2002/8/1,125.1962
TWEXBMTH,2002/9/1,126.0642
TWEXBMTH,2002/10/1,127.0413
TWEXBMTH,2002/11/1,125.732
TWEXBMTH,2002/12/1,125.0607
TWEXBMTH,2003/1/1,123.5596
TWEXBMTH,2003/2/1,123.3993
TWEXBMTH,2003/3/1,122.8932
TWEXBMTH,2003/4/1,121.9479
TWEXBMTH,2003/5/1,117.9449
TWEXBMTH,2003/6/1,117.3416
TWEXBMTH,2003/7/1,118.4927
TWEXBMTH,2003/8/1,119.8556
TWEXBMTH,2003/9/1,118.6206
TWEXBMTH,2003/10/1,116.1571
TWEXBMTH,2003/11/1,116.0338
TWEXBMTH,2003/12/1,114.4802
TWEXBMTH,2004/1/1,112.6356
TWEXBMTH,2004/2/1,113.0747
TWEXBMTH,2004/3/1,114.2224
TWEXBMTH,2004/4/1,115.031
TWEXBMTH,2004/5/1,116.8454
TWEXBMTH,2004/6/1,115.7666
TWEXBMTH,2004/7/1,114.9737
TWEXBMTH,2004/8/1,115.1471
TWEXBMTH,2004/9/1,114.7086
TWEXBMTH,2004/10/1,113.0771
TWEXBMTH,2004/11/1,110.1773
TWEXBMTH,2004/12/1,108.9736
TWEXBMTH,2005/1/1,109.5418
TWEXBMTH,2005/2/1,109.7431
TWEXBMTH,2005/3/1,109.1596
TWEXBMTH,2005/4/1,110.0809
TWEXBMTH,2005/5/1,110.5769
TWEXBMTH,2005/6/1,111.6389
TWEXBMTH,2005/7/1,112.1025
TWEXBMTH,2005/8/1,110.6422
TWEXBMTH,2005/9/1,110.5133
TWEXBMTH,2005/10/1,111.5674
TWEXBMTH,2005/11/1,112.3629
TWEXBMTH,2005/12/1,111.6511
TWEXBMTH,2006/1/1,110.1981
TWEXBMTH,2006/2/1,110.3774
TWEXBMTH,2006/3/1,110.5359
TWEXBMTH,2006/4/1,109.7646
TWEXBMTH,2006/5/1,107.5444
TWEXBMTH,2006/6/1,108.7959
TWEXBMTH,2006/7/1,108.5049
TWEXBMTH,2006/8/1,107.8084
TWEXBMTH,2006/9/1,108.0537
TWEXBMTH,2006/10/1,108.3583
TWEXBMTH,2006/11/1,107.4592
TWEXBMTH,2006/12/1,106.6566
TWEXBMTH,2007/1/1,107.6788
TWEXBMTH,2007/2/1,107.2734
TWEXBMTH,2007/3/1,106.7481
TWEXBMTH,2007/4/1,105.4025
TWEXBMTH,2007/5/1,104.4998
TWEXBMTH,2007/6/1,104.2476
TWEXBMTH,2007/7/1,102.9369
TWEXBMTH,2007/8/1,103.4872
TWEXBMTH,2007/9/1,102.1135
TWEXBMTH,2007/10/1,100.0509
TWEXBMTH,2007/11/1,98.6049
TWEXBMTH,2007/12/1,99.453
TWEXBMTH,2008/1/1,98.6522
TWEXBMTH,2008/2/1,97.8066
TWEXBMTH,2008/3/1,95.8746
TWEXBMTH,2008/4/1,95.5019
TWEXBMTH,2008/5/1,95.8315
TWEXBMTH,2008/6/1,96.0363
TWEXBMTH,2008/7/1,95.3524
TWEXBMTH,2008/8/1,97.8434
TWEXBMTH,2008/9/1,100.1949
TWEXBMTH,2008/10/1,106.8898
TWEXBMTH,2008/11/1,109.5326
TWEXBMTH,2008/12/1,108.3554
TWEXBMTH,2009/1/1,109.0095
TWEXBMTH,2009/2/1,111.7592
TWEXBMTH,2009/3/1,112.2438
TWEXBMTH,2009/4/1,109.464
TWEXBMTH,2009/5/1,106.3212
TWEXBMTH,2009/6/1,104.9626
TWEXBMTH,2009/7/1,104.5704
TWEXBMTH,2009/8/1,103.3205
TWEXBMTH,2009/9/1,102.5432
TWEXBMTH,2009/10/1,101.0834
TWEXBMTH,2009/11/1,100.6049
TWEXBMTH,2009/12/1,101.0176
TWEXBMTH,2010/1/1,101.3292
TWEXBMTH,2010/2/1,102.7845
TWEXBMTH,2010/3/1,101.9633
TWEXBMTH,2010/4/1,101.4563
TWEXBMTH,2010/5/1,104.2648
TWEXBMTH,2010/6/1,104.8328
TWEXBMTH,2010/7/1,103.2002
TWEXBMTH,2010/8/1,102.3998
TWEXBMTH,2010/9/1,101.3996
TWEXBMTH,2010/10/1,98.7679
TWEXBMTH,2010/11/1,99.0493
TWEXBMTH,2010/12/1,99.7051
TWEXBMTH,2011/1/1,98.553
TWEXBMTH,2011/2/1,97.8022
TWEXBMTH,2011/3/1,96.8669
TWEXBMTH,2011/4/1,95.2627
TWEXBMTH,2011/5/1,95.225
TWEXBMTH,2011/6/1,95.1999
TWEXBMTH,2011/7/1,94.5476
TWEXBMTH,2011/8/1,95.0866
TWEXBMTH,2011/9/1,97.9271
TWEXBMTH,2011/10/1,98.8305
TWEXBMTH,2011/11/1,99.4638
TWEXBMTH,2011/12/1,100.4003
TWEXBMTH,2012/1/1,99.7781
TWEXBMTH,2012/2/1,98.048
TWEXBMTH,2012/3/1,98.6425
TWEXBMTH,2012/4/1,98.9607
TWEXBMTH,2012/5/1,100.6822
TWEXBMTH,2012/6/1,102.1234
TWEXBMTH,2012/7/1,101.641
TWEXBMTH,2012/8/1,100.7607
TWEXBMTH,2012/9/1,99.1842
TWEXBMTH,2012/10/1,98.8677
TWEXBMTH,2012/11/1,99.5355
TWEXBMTH,2012/12/1,98.9607
TWEXBMTH,2013/1/1,98.8749
TWEXBMTH,2013/2/1,99.6805
TWEXBMTH,2013/3/1,100.5408
TWEXBMTH,2013/4/1,100.1874
TWEXBMTH,2013/5/1,100.6193
TWEXBMTH,2013/6/1,101.4302
TWEXBMTH,2013/7/1,101.9848
