symbol,observation_date,value
TWEXBMTH,2013/8/1,101.8657
TWEXBMTH,2013/9/1,101.6531
TWEXBMTH,2013/10/1,100.6329
TWEXBMTH,2013/11/1,101.5247
TWEXBMTH,2013/12/1,101.7099
TWEXBMTH,2014/1/1,102.6524
TWEXBMTH,2014/2/1,102.9102
TWEXBMTH,2014/3/1,102.8238
TWEXBMTH,2014/4/1,102.4311
TWEXBMTH,2014/5/1,102.107
TWEXBMTH,2014/6/1,102.2573
TWEXBPA,1973/1/1,107.6163
TWEXBPA,1973/2/1,103.0463
TWEXBPA,1973/3/1,100
TWEXBPA,1973/4/1,100.3761
TWEXBPA,1973/5/1,99.2634
TWEXBPA,1973/6/1,97.4829
TWEXBPA,1973/7/1,94.9952
TWEXBPA,1973/8/1,96.6325
TWEXBPA,1973/9/1,95.8492
TWEXBPA,1973/10/1,96.1223
TWEXBPA,1973/11/1,97.9841
TWEXBPA,1973/12/1,98.2924
TWEXBPA,1974/1/1,99.687
TWEXBPA,1974/2/1,97.2387
TWEXBPA,1974/3/1,95.7774
TWEXBPA,1974/4/1,94.1536
TWEXBPA,1974/5/1,93.6586
TWEXBPA,1974/6/1,94.4227
TWEXBPA,1974/7/1,94.5619
TWEXBPA,1974/8/1,95.9384
TWEXBPA,1974/9/1,96.4919
TWEXBPA,1974/10/1,95.8457
TWEXBPA,1974/11/1,95.1472
TWEXBPA,1974/12/1,94.6965
TWEXBPA,1975/1/1,93.9752
TWEXBPA,1975/2/1,92.8476
TWEXBPA,1975/3/1,92.2892
TWEXBPA,1975/4/1,92.8
TWEXBPA,1975/5/1,92.3935
TWEXBPA,1975/6/1,92.6645
TWEXBPA,1975/7/1,95.0622
TWEXBPA,1975/8/1,96.0261
TWEXBPA,1975/9/1,96.5565
TWEXBPA,1975/10/1,96.302
TWEXBPA,1975/11/1,96.1547
TWEXBPA,1975/12/1,96.3521
TWEXBPA,1976/1/1,95.4197
TWEXBPA,1976/2/1,94.6133
TWEXBPA,1976/3/1,94.5054
TWEXBPA,1976/4/1,94.4755
TWEXBPA,1976/5/1,94.5473
TWEXBPA,1976/6/1,94.5594
TWEXBPA,1976/7/1,94.1052
TWEXBPA,1976/8/1,93.8708
TWEXBPA,1976/9/1,94.378
TWEXBPA,1976/10/1,94.4192
TWEXBPA,1976/11/1,94.7897
TWEXBPA,1976/12/1,94.4463
TWEXBPA,1977/1/1,93.7188
TWEXBPA,1977/2/1,94.2675
TWEXBPA,1977/3/1,94.278
TWEXBPA,1977/4/1,94.0199
TWEXBPA,1977/5/1,93.8034
TWEXBPA,1977/6/1,93.6601
TWEXBPA,1977/7/1,92.7421
TWEXBPA,1977/8/1,92.8678
TWEXBPA,1977/9/1,92.7084
TWEXBPA,1977/10/1,91.7215
TWEXBPA,1977/11/1,91.1091
TWEXBPA,1977/12/1,89.7054
TWEXBPA,1978/1/1,89.0686
TWEXBPA,1978/2/1,88.9787
TWEXBPA,1978/3/1,88.5559
TWEXBPA,1978/4/1,88.6382
TWEXBPA,1978/5/1,89.6243
TWEXBPA,1978/6/1,88.7903
TWEXBPA,1978/7/1,86.9083
TWEXBPA,1978/8/1,85.1635
TWEXBPA,1978/9/1,85.6189
TWEXBPA,1978/10/1,84.1326
TWEXBPA,1978/11/1,85.9247
TWEXBPA,1978/12/1,86.2295
TWEXBPA,1979/1/1,86.239
TWEXBPA,1979/2/1,87.0815
TWEXBPA,1979/3/1,87.2796
TWEXBPA,1979/4/1,88.2278
TWEXBPA,1979/5/1,89.2699
TWEXBPA,1979/6/1,89.4566
TWEXBPA,1979/7/1,87.8111
TWEXBPA,1979/8/1,88.2614
TWEXBPA,1979/9/1,88.291
TWEXBPA,1979/10/1,89.1811
TWEXBPA,1979/11/1,90.2901
TWEXBPA,1979/12/1,89.5884
TWEXBPA,1980/1/1,88.8743
TWEXBPA,1980/2/1,89.6736
TWEXBPA,1980/3/1,92.4828
TWEXBPA,1980/4/1,93.2061
TWEXBPA,1980/5/1,90.2641
TWEXBPA,1980/6/1,88.9231
TWEXBPA,1980/7/1,88.0422
TWEXBPA,1980/8/1,88.7576
TWEXBPA,1980/9/1,88.1359
TWEXBPA,1980/10/1,88.3085
TWEXBPA,1980/11/1,89.7528
TWEXBPA,1980/12/1,90.6212
TWEXBPA,1981/1/1,89.747
TWEXBPA,1981/2/1,92.1396
TWEXBPA,1981/3/1,92.3016
TWEXBPA,1981/4/1,93.8862
TWEXBPA,1981/5/1,96.3834
TWEXBPA,1981/6/1,98.347
TWEXBPA,1981/7/1,100.4525
TWEXBPA,1981/8/1,101.942
TWEXBPA,1981/9/1,99.9466
TWEXBPA,1981/10/1,99.181
TWEXBPA,1981/11/1,97.4602
TWEXBPA,1981/12/1,97.1972
TWEXBPA,1982/1/1,98.1908
TWEXBPA,1982/2/1,100.9646
TWEXBPA,1982/3/1,103.2159
TWEXBPA,1982/4/1,103.7003
TWEXBPA,1982/5/1,102.5216
TWEXBPA,1982/6/1,106.9162
TWEXBPA,1982/7/1,108.4782
TWEXBPA,1982/8/1,110.309
TWEXBPA,1982/9/1,110.8393
TWEXBPA,1982/10/1,110.9736
TWEXBPA,1982/11/1,110.0411
TWEXBPA,1982/12/1,107.0473
TWEXBPA,1983/1/1,106.2554
TWEXBPA,1983/2/1,107.1576
TWEXBPA,1983/3/1,107.7236
TWEXBPA,1983/4/1,109.0662
TWEXBPA,1983/5/1,109.2919
TWEXBPA,1983/6/1,110.775
TWEXBPA,1983/7/1,111.4945
TWEXBPA,1983/8/1,113.0205
TWEXBPA,1983/9/1,113.2374
TWEXBPA,1983/10/1,112.0131
TWEXBPA,1983/11/1,112.923
TWEXBPA,1983/12/1,113.8445
TWEXBPA,1984/1/1,114.6055
TWEXBPA,1984/2/1,113.5316
TWEXBPA,1984/3/1,112.4484
TWEXBPA,1984/4/1,113.3805
TWEXBPA,1984/5/1,115.3995
TWEXBPA,1984/6/1,116.2001
TWEXBPA,1984/7/1,119.2506
TWEXBPA,1984/8/1,119.5493
TWEXBPA,1984/9/1,122.1877
TWEXBPA,1984/10/1,123.2639
TWEXBPA,1984/11/1,121.7181
TWEXBPA,1984/12/1,123.4008
TWEXBPA,1985/1/1,124.7606
TWEXBPA,1985/2/1,128.0333
TWEXBPA,1985/3/1,128.437
TWEXBPA,1985/4/1,125.0959
TWEXBPA,1985/5/1,125.8475
TWEXBPA,1985/6/1,124.9419
TWEXBPA,1985/7/1,121.8663
TWEXBPA,1985/8/1,121.365
TWEXBPA,1985/9/1,122.3699
TWEXBPA,1985/10/1,117.8131
TWEXBPA,1985/11/1,116.4606
TWEXBPA,1985/12/1,115.7897
TWEXBPA,1986/1/1,114.8161
TWEXBPA,1986/2/1,111.4143
TWEXBPA,1986/3/1,109.3646
TWEXBPA,1986/4/1,108.3821
TWEXBPA,1986/5/1,106.6678
TWEXBPA,1986/6/1,107.6583
TWEXBPA,1986/7/1,105.7827
TWEXBPA,1986/8/1,104.4536
TWEXBPA,1986/9/1,104.6759
TWEXBPA,1986/10/1,104.7689
TWEXBPA,1986/11/1,105.711
TWEXBPA,1986/12/1,105.0487
TWEXBPA,1987/1/1,102.187
TWEXBPA,1987/2/1,101.257
TWEXBPA,1987/3/1,100.7107
TWEXBPA,1987/4/1,98.6663
TWEXBPA,1987/5/1,98.0653
TWEXBPA,1987/6/1,99.141
TWEXBPA,1987/7/1,100.2709
TWEXBPA,1987/8/1,99.8631
TWEXBPA,1987/9/1,98.4347
TWEXBPA,1987/10/1,98.1098
TWEXBPA,1987/11/1,94.8064
TWEXBPA,1987/12/1,92.3699
TWEXBPA,1988/1/1,92.135
TWEXBPA,1988/2/1,92.5151
TWEXBPA,1988/3/1,91.2507
TWEXBPA,1988/4/1,90.4927
TWEXBPA,1988/5/1,90.7033
TWEXBPA,1988/6/1,91.8033
TWEXBPA,1988/7/1,93.7842
TWEXBPA,1988/8/1,94.5859
TWEXBPA,1988/9/1,94.7308
TWEXBPA,1988/10/1,92.6475
TWEXBPA,1988/11/1,90.376
TWEXBPA,1988/12/1,89.8466
TWEXBPA,1989/1/1,91.2723
TWEXBPA,1989/2/1,91.4245
TWEXBPA,1989/3/1,92.7306
TWEXBPA,1989/4/1,93.0908
TWEXBPA,1989/5/1,94.7944
TWEXBPA,1989/6/1,96.2252
TWEXBPA,1989/7/1,94.531
TWEXBPA,1989/8/1,94.7462
TWEXBPA,1989/9/1,95.4083
TWEXBPA,1989/10/1,94.0646
TWEXBPA,1989/11/1,94.0829
TWEXBPA,1989/12/1,93.1746
TWEXBPA,1990/1/1,92.8474
TWEXBPA,1990/2/1,92.9667
TWEXBPA,1990/3/1,94.1018
TWEXBPA,1990/4/1,94.0068
TWEXBPA,1990/5/1,93.0099
TWEXBPA,1990/6/1,93.3073
TWEXBPA,1990/7/1,91.6567
TWEXBPA,1990/8/1,90.2483
TWEXBPA,1990/9/1,89.349
TWEXBPA,1990/10/1,87.5899
TWEXBPA,1990/11/1,87.3577
TWEXBPA,1990/12/1,88.2319
TWEXBPA,1991/1/1,87.9792
TWEXBPA,1991/2/1,86.8807
TWEXBPA,1991/3/1,89.7781
TWEXBPA,1991/4/1,90.7463
TWEXBPA,1991/5/1,91.0742
TWEXBPA,1991/6/1,92.212
TWEXBPA,1991/7/1,91.9833
TWEXBPA,1991/8/1,91.0048
TWEXBPA,1991/9/1,90.0004
TWEXBPA,1991/10/1,89.3164
TWEXBPA,1991/11/1,87.9962
TWEXBPA,1991/12/1,87.1758
TWEXBPA,1992/1/1,86.9198
TWEXBPA,1992/2/1,87.994
TWEXBPA,1992/3/1,89.7065
TWEXBPA,1992/4/1,89.179
TWEXBPA,1992/5/1,88.2981
TWEXBPA,1992/6/1,87.141
TWEXBPA,1992/7/1,85.9016
TWEXBPA,1992/8/1,85.4079
TWEXBPA,1992/9/1,85.6559
TWEXBPA,1992/10/1,87.3199
TWEXBPA,1992/11/1,89.9165
TWEXBPA,1992/12/1,89.9827
TWEXBPA,1993/1/1,90.6281
TWEXBPA,1993/2/1,90.7122
TWEXBPA,1993/3/1,90.0705
TWEXBPA,1993/4/1,88.2803
TWEXBPA,1993/5/1,88.1495
TWEXBPA,1993/6/1,88.3936
TWEXBPA,1993/7/1,89.0691
TWEXBPA,1993/8/1,88.6623
TWEXBPA,1993/9/1,88.0956
TWEXBPA,1993/10/1,88.7666
TWEXBPA,1993/11/1,89.3983
TWEXBPA,1993/12/1,89.3136
TWEXBPA,1994/1/1,91.3648
TWEXBPA,1994/2/1,90.8174
TWEXBPA,1994/3/1,90.8181
TWEXBPA,1994/4/1,90.6812
TWEXBPA,1994/5/1,89.9185
TWEXBPA,1994/6/1,89.6065
TWEXBPA,1994/7/1,88.2908
TWEXBPA,1994/8/1,88.032
TWEXBPA,1994/9/1,87.0245
TWEXBPA,1994/10/1,86.3095
TWEXBPA,1994/11/1,86.493
TWEXBPA,1994/12/1,88.1249
TWEXBPA,1995/1/1,89.5825
TWEXBPA,1995/2/1,88.9077
TWEXBPA,1995/3/1,87.7824
TWEXBPA,1995/4/1,84.7564
TWEXBPA,1995/5/1,84.2998
TWEXBPA,1995/6/1,84.2344
TWEXBPA,1995/7/1,84.0489
TWEXBPA,1995/8/1,85.9281
TWEXBPA,1995/9/1,86.8023
TWEXBPA,1995/10/1,86.6839
TWEXBPA,1995/11/1,87.4431
TWEXBPA,1995/12/1,87.6727
TWEXBPA,1996/1/1,88.2784
TWEXBPA,1996/2/1,88.1865
TWEXBPA,1996/3/1,88.2509
TWEXBPA,1996/4/1,88.2701
TWEXBPA,1996/5/1,88.5091
TWEXBPA,1996/6/1,88.7867
TWEXBPA,1996/7/1,88.6989
TWEXBPA,1996/8/1,88.0994
TWEXBPA,1996/9/1,88.5077
TWEXBPA,1996/10/1,88.9773
TWEXBPA,1996/11/1,88.5368
TWEXBPA,1996/12/1,89.0855
TWEXBPA,1997/1/1,89.846
TWEXBPA,1997/2/1,91.3934
TWEXBPA,1997/3/1,92.3092
TWEXBPA,1997/4/1,92.6654
TWEXBPA,1997/5/1,91.5753
TWEXBPA,1997/6/1,91.1354
TWEXBPA,1997/7/1,92.1604
TWEXBPA,1997/8/1,93.7113
TWEXBPA,1997/9/1,93.9532
TWEXBPA,1997/10/1,94.6141
TWEXBPA,1997/11/1,95.9972
TWEXBPA,1997/12/1,99.3624
TWEXBPA,1998/1/1,102.1075
TWEXBPA,1998/2/1,100.3897
TWEXBPA,1998/3/1,100.0598
TWEXBPA,1998/4/1,99.7845
TWEXBPA,1998/5/1,100.562
TWEXBPA,1998/6/1,102.727
TWEXBPA,1998/7/1,103.0308
TWEXBPA,1998/8/1,104.6407
TWEXBPA,1998/9/1,102.8371
TWEXBPA,1998/10/1,99.946
TWEXBPA,1998/11/1,99.6076
TWEXBPA,1998/12/1,98.7106
TWEXBPA,1999/1/1,98.7733
TWEXBPA,1999/2/1,99.9907
TWEXBPA,1999/3/1,101.0852
TWEXBPA,1999/4/1,100.998
TWEXBPA,1999/5/1,100.7253
TWEXBPA,1999/6/1,101.1534
TWEXBPA,1999/7/1,101.4274
TWEXBPA,1999/8/1,100.4354
TWEXBPA,1999/9/1,100.0213
TWEXBPA,1999/10/1,99.5535
TWEXBPA,1999/11/1,99.8412
TWEXBPA,1999/12/1,99.9463
TWEXBPA,2000/1/1,99.8799
TWEXBPA,2000/2/1,101.2479
TWEXBPA,2000/3/1,101.7325
TWEXBPA,2000/4/1,102.299
TWEXBPA,2000/5/1,104.5402
TWEXBPA,2000/6/1,103.6564
TWEXBPA,2000/7/1,103.9295
TWEXBPA,2000/8/1,104.4002
TWEXBPA,2000/9/1,105.8875
TWEXBPA,2000/10/1,107.3917
TWEXBPA,2000/11/1,108.0006
TWEXBPA,2000/12/1,107.1324
TWEXBPA,2001/1/1,107.4905
TWEXBPA,2001/2/1,108.2975
TWEXBPA,2001/3/1,109.891
TWEXBPA,2001/4/1,110.5281
TWEXBPA,2001/5/1,110.5766
TWEXBPA,2001/6/1,111.4064
TWEXBPA,2001/7/1,111.5364
TWEXBPA,2001/8/1,109.554
TWEXBPA,2001/9/1,110.1595
TWEXBPA,2001/10/1,110.54
TWEXBPA,2001/11/1,111.0101
TWEXBPA,2001/12/1,110.9411
TWEXBPA,2002/1/1,112.1863
TWEXBPA,2002/2/1,112.8094
TWEXBPA,2002/3/1,112.2398
TWEXBPA,2002/4/1,112.0559
TWEXBPA,2002/5/1,110.5853
TWEXBPA,2002/6/1,109.1517
TWEXBPA,2002/7/1,107.5697
TWEXBPA,2002/8/1,108.8697
TWEXBPA,2002/9/1,109.7111
TWEXBPA,2002/10/1,110.5092
TWEXBPA,2002/11/1,109.2711
TWEXBPA,2002/12/1,108.679
TWEXBPA,2003/1/1,107.366
TWEXBPA,2003/2/1,107.5059
TWEXBPA,2003/3/1,107.0154
TWEXBPA,2003/4/1,105.837
TWEXBPA,2003/5/1,102.2899
TWEXBPA,2003/6/1,101.7892
TWEXBPA,2003/7/1,103.0553
TWEXBPA,2003/8/1,104.4244
TWEXBPA,2003/9/1,103.3567
TWEXBPA,2003/10/1,101.047
TWEXBPA,2003/11/1,100.6482
TWEXBPA,2003/12/1,99.2942
TWEXBPA,2004/1/1,97.8175
TWEXBPA,2004/2/1,98.4235
TWEXBPA,2004/3/1,99.3359
TWEXBPA,2004/4/1,99.9257
TWEXBPA,2004/5/1,101.6737
TWEXBPA,2004/6/1,100.8244
TWEXBPA,2004/7/1,100.05
TWEXBPA,2004/8/1,100.0206
TWEXBPA,2004/9/1,99.7427
TWEXBPA,2004/10/1,98.5743
TWEXBPA,2004/11/1,96.3623
TWEXBPA,2004/12/1,95.2261
TWEXBPA,2005/1/1,95.612
TWEXBPA,2005/2/1,95.8581
TWEXBPA,2005/3/1,95.4702
TWEXBPA,2005/4/1,96.4072
TWEXBPA,2005/5/1,96.6458
TWEXBPA,2005/6/1,97.5106
TWEXBPA,2005/7/1,98.178
TWEXBPA,2005/8/1,97.3399
TWEXBPA,2005/9/1,98.2219
TWEXBPA,2005/10/1,99.1157
TWEXBPA,2005/11/1,99.2465
TWEXBPA,2005/12/1,98.4504
TWEXBPA,2006/1/1,97.3054
TWEXBPA,2006/2/1,97.4982
TWEXBPA,2006/3/1,97.6888
TWEXBPA,2006/4/1,97.2008
TWEXBPA,2006/5/1,95.2746
TWEXBPA,2006/6/1,96.521
TWEXBPA,2006/7/1,96.6865
TWEXBPA,2006/8/1,96.2415
TWEXBPA,2006/9/1,95.9166
TWEXBPA,2006/10/1,95.6514
TWEXBPA,2006/11/1,94.6661
TWEXBPA,2006/12/1,94.0612
TWEXBPA,2007/1/1,94.9926
TWEXBPA,2007/2/1,94.8199
TWEXBPA,2007/3/1,94.5743
TWEXBPA,2007/4/1,93.4545
TWEXBPA,2007/5/1,92.7996
TWEXBPA,2007/6/1,92.5428
TWEXBPA,2007/7/1,91.1791
TWEXBPA,2007/8/1,91.3879
TWEXBPA,2007/9/1,90.3068
TWEXBPA,2007/10/1,88.3764
TWEXBPA,2007/11/1,87.3326
TWEXBPA,2007/12/1,87.9654
TWEXBPA,2008/1/1,87.3029
TWEXBPA,2008/2/1,86.2413
TWEXBPA,2008/3/1,84.5722
TWEXBPA,2008/4/1,84.1423
TWEXBPA,2008/5/1,84.5052
TWEXBPA,2008/6/1,84.9997
TWEXBPA,2008/7/1,84.6115
TWEXBPA,2008/8/1,86.681
TWEXBPA,2008/9/1,88.7885
TWEXBPA,2008/10/1,93.8688
TWEXBPA,2008/11/1,94.705
TWEXBPA,2008/12/1,93.1988
TWEXBPA,2009/1/1,93.9809
TWEXBPA,2009/2/1,96.6073
TWEXBPA,2009/3/1,96.8163
TWEXBPA,2009/4/1,94.4326
TWEXBPA,2009/5/1,91.6955
TWEXBPA,2009/6/1,91.0825
TWEXBPA,2009/7/1,90.6763
TWEXBPA,2009/8/1,89.618
TWEXBPA,2009/9/1,88.9744
TWEXBPA,2009/10/1,87.8368
TWEXBPA,2009/11/1,87.3979
TWEXBPA,2009/12/1,87.6292
TWEXBPA,2010/1/1,87.655
TWEXBPA,2010/2/1,88.6481
TWEXBPA,2010/3/1,87.7638
TWEXBPA,2010/4/1,87.1576
TWEXBPA,2010/5/1,89.3522
TWEXBPA,2010/6/1,89.7047
TWEXBPA,2010/7/1,88.2443
TWEXBPA,2010/8/1,87.4789
TWEXBPA,2010/9/1,86.5285
TWEXBPA,2010/10/1,84.1785
TWEXBPA,2010/11/1,84.2268
TWEXBPA,2010/12/1,84.8632
TWEXBPA,2011/1/1,83.8443
TWEXBPA,2011/2/1,83.2495
TWEXBPA,2011/3/1,82.555
TWEXBPA,2011/4/1,81.274
TWEXBPA,2011/5/1,81.294
TWEXBPA,2011/6/1,81.0863
TWEXBPA,2011/7/1,80.5208
TWEXBPA,2011/8/1,81.0682
TWEXBPA,2011/9/1,83.46
TWEXBPA,2011/10/1,84.0356
TWEXBPA,2011/11/1,84.5622
TWEXBPA,2011/12/1,85.2467
TWEXBPA,2012/1/1,84.5898
TWEXBPA,2012/2/1,83.3299
TWEXBPA,2012/3/1,83.6939
TWEXBPA,2012/4/1,83.8977
TWEXBPA,2012/5/1,85.1276
TWEXBPA,2012/6/1,86.2289
TWEXBPA,2012/7/1,85.7197
TWEXBPA,2012/8/1,85.1596
TWEXBPA,2012/9/1,84.0119
TWEXBPA,2012/10/1,83.8167
TWEXBPA,2012/11/1,84.0993
TWEXBPA,2012/12/1,83.3883
TWEXBPA,2013/1/1,83.266
TWEXBPA,2013/2/1,84.1226
TWEXBPA,2013/3/1,84.5212
TWEXBPA,2013/4/1,83.9251
TWEXBPA,2013/5/1,84.2258
TWEXBPA,2013/6/1,84.8774
TWEXBPA,2013/7/1,85.3251
TWEXBPA,2013/8/1,85.2633
TWEXBPA,2013/9/1,84.8615
TWEXBPA,2013/10/1,83.9076
TWEXBPA,2013/11/1,84.5661
TWEXBPA,2013/12/1,84.7464
TWEXBPA,2014/1/1,85.5269
TWEXBPA,2014/2/1,85.6968
TWEXBPA,2014/3/1,85.6206
TWEXBPA,2014/4/1,85.1966
TWEXBPA,2014/5/1,84.8808
TWEXBPA,2014/6/1,84.9584
